population,popMeanD,popSDD
meanDD10_varDD0_ploidy6_nQTL100_nSNP100_nChr10_rep3,7.0E-06,0.0095
meanDD10_varDD0_ploidy6_nQTL100_nSNP100_nChr10_rep4,2.0E-05,0.0099
meanDD10_varDD0_ploidy6_nQTL100_nSNP100_nChr10_rep5,1.7E-06,0.0096
meanDD10_varDD0_ploidy6_nQTL100_nSNP100_nChr10_rep6,2.7E-05,0.0098
meanDD10_varDD0_ploidy6_nQTL100_nSNP100_nChr10_rep7,4.3E-06,0.0095
meanDD10_varDD0_ploidy6_nQTL100_nSNP100_nChr10_rep8,-6.6E-06,0.0093
meanDD10_varDD0_ploidy6_nQTL100_nSNP100_nChr10_rep9,-9.2E-06,0.0096
meanDD10_varDD0_ploidy6_nQTL1000_nSNP100_nChr10_rep1,1.7E-05,0.0097
meanDD10_varDD0_ploidy6_nQTL1000_nSNP100_nChr10_rep10,2.6E-06,0.0098
meanDD10_varDD0_ploidy6_nQTL1000_nSNP100_nChr10_rep2,7.4E-06,0.0097
meanDD10_varDD0_ploidy6_nQTL1000_nSNP100_nChr10_rep3,-1.0E-05,0.0098
meanDD10_varDD0_ploidy6_nQTL1000_nSNP100_nChr10_rep4,1.4E-05,0.0099
meanDD10_varDD0_ploidy6_nQTL1000_nSNP100_nChr10_rep5,1.5E-05,0.0097
meanDD10_varDD0_ploidy6_nQTL1000_nSNP100_nChr10_rep6,-5.7E-06,0.0095
meanDD10_varDD0_ploidy6_nQTL1000_nSNP100_nChr10_rep7,1.3E-05,0.0097
meanDD10_varDD0_ploidy6_nQTL1000_nSNP100_nChr10_rep8,1.6E-05,0.0097
meanDD10_varDD0_ploidy6_nQTL1000_nSNP100_nChr10_rep9,2.3E-05,0.0098
meanDD10_varDD0_ploidy6_nQTL5000_nSNP100_nChr10_rep1,-4.8E-06,0.0098
meanDD10_varDD0_ploidy6_nQTL5000_nSNP100_nChr10_rep10,-1.3E-05,0.0100
meanDD10_varDD0_ploidy6_nQTL5000_nSNP100_nChr10_rep2,4.1E-06,0.0094
meanDD10_varDD0_ploidy6_nQTL5000_nSNP100_nChr10_rep3,2.8E-06,0.0099
meanDD10_varDD0_ploidy6_nQTL5000_nSNP100_nChr10_rep4,7.0E-06,0.0097
meanDD10_varDD0_ploidy6_nQTL5000_nSNP100_nChr10_rep5,2.3E-05,0.0098
meanDD10_varDD0_ploidy6_nQTL5000_nSNP100_nChr10_rep6,3.2E-05,0.0096
meanDD10_varDD0_ploidy6_nQTL5000_nSNP100_nChr10_rep7,7.3E-06,0.0101
meanDD10_varDD0_ploidy6_nQTL5000_nSNP100_nChr10_rep8,3.7E-06,0.0096
meanDD10_varDD0_ploidy6_nQTL5000_nSNP100_nChr10_rep9,2.2E-05,0.0090
meanDD10_varDD1_ploidy2_nQTL100_nSNP100_nChr10_rep1,9.4E-06,0.0139
meanDD10_varDD1_ploidy2_nQTL100_nSNP100_nChr10_rep10,1.0E-05,0.0143
meanDD10_varDD1_ploidy2_nQTL100_nSNP100_nChr10_rep2,-2.7E-06,0.0140
meanDD10_varDD1_ploidy2_nQTL100_nSNP100_nChr10_rep3,2.6E-05,0.0136
meanDD10_varDD1_ploidy2_nQTL100_nSNP100_nChr10_rep4,-1.7E-06,0.0138
meanDD10_varDD1_ploidy2_nQTL100_nSNP100_nChr10_rep5,7.3E-05,0.0135
meanDD10_varDD1_ploidy2_nQTL100_nSNP100_nChr10_rep6,4.8E-05,0.0136
meanDD10_varDD1_ploidy2_nQTL100_nSNP100_nChr10_rep7,1.3E-05,0.0141
meanDD10_varDD1_ploidy2_nQTL100_nSNP100_nChr10_rep8,4.7E-05,0.0138
meanDD10_varDD1_ploidy2_nQTL100_nSNP100_nChr10_rep9,1.3E-05,0.0138
meanDD10_varDD1_ploidy2_nQTL1000_nSNP100_nChr10_rep1,3.7E-06,0.0141
meanDD10_varDD1_ploidy2_nQTL1000_nSNP100_nChr10_rep10,1.2E-05,0.0140
meanDD10_varDD1_ploidy2_nQTL1000_nSNP100_nChr10_rep2,7.7E-05,0.0140
meanDD10_varDD1_ploidy2_nQTL1000_nSNP100_nChr10_rep3,1.3E-05,0.0134
meanDD10_varDD1_ploidy2_nQTL1000_nSNP100_nChr10_rep4,2.5E-05,0.0139
meanDD10_varDD1_ploidy2_nQTL1000_nSNP100_nChr10_rep5,8.4E-06,0.0137
meanDD10_varDD1_ploidy2_nQTL1000_nSNP100_nChr10_rep6,1.4E-05,0.0139
meanDD10_varDD1_ploidy2_nQTL1000_nSNP100_nChr10_rep7,5.9E-06,0.0137
meanDD10_varDD1_ploidy2_nQTL1000_nSNP100_nChr10_rep8,5.0E-05,0.0141
meanDD10_varDD1_ploidy2_nQTL1000_nSNP100_nChr10_rep9,9.7E-06,0.0138
meanDD10_varDD1_ploidy2_nQTL5000_nSNP100_nChr10_rep1,5.4E-05,0.0139
meanDD10_varDD1_ploidy2_nQTL5000_nSNP100_nChr10_rep10,6.7E-06,0.0135
meanDD10_varDD1_ploidy2_nQTL5000_nSNP100_nChr10_rep2,9.6E-06,0.0134
meanDD10_varDD1_ploidy2_nQTL5000_nSNP100_nChr10_rep3,1.3E-05,0.0135
meanDD10_varDD1_ploidy2_nQTL5000_nSNP100_nChr10_rep4,4.1E-05,0.0139
meanDD10_varDD1_ploidy2_nQTL5000_nSNP100_nChr10_rep5,2.4E-05,0.0137
meanDD10_varDD1_ploidy2_nQTL5000_nSNP100_nChr10_rep6,4.1E-05,0.0140
meanDD10_varDD1_ploidy2_nQTL5000_nSNP100_nChr10_rep7,8.2E-07,0.0141
meanDD10_varDD1_ploidy2_nQTL5000_nSNP100_nChr10_rep8,1.9E-05,0.0138
meanDD10_varDD1_ploidy2_nQTL5000_nSNP100_nChr10_rep9,2.0E-05,0.0136
meanDD10_varDD1_ploidy4_nQTL100_nSNP100_nChr10_rep1,2.7E-05,0.0112
meanDD10_varDD1_ploidy4_nQTL100_nSNP100_nChr10_rep10,-2.3E-06,0.0112
meanDD10_varDD1_ploidy4_nQTL100_nSNP100_nChr10_rep2,5.2E-05,0.0104
meanDD10_varDD1_ploidy4_nQTL100_nSNP100_nChr10_rep3,4.5E-05,0.0111
meanDD10_varDD1_ploidy4_nQTL100_nSNP100_nChr10_rep4,2.6E-05,0.0106
meanDD10_varDD1_ploidy4_nQTL100_nSNP100_nChr10_rep5,-6.7E-06,0.0108
meanDD10_varDD1_ploidy4_nQTL100_nSNP100_nChr10_rep6,4.2E-06,0.0112
meanDD10_varDD1_ploidy4_nQTL100_nSNP100_nChr10_rep7,6.6E-07,0.0104
meanDD10_varDD1_ploidy4_nQTL100_nSNP100_nChr10_rep8,1.8E-05,0.0105
meanDD10_varDD1_ploidy4_nQTL100_nSNP100_nChr10_rep9,2.5E-05,0.0105
meanDD10_varDD1_ploidy4_nQTL1000_nSNP100_nChr10_rep1,1.3E-05,0.0108
meanDD10_varDD1_ploidy4_nQTL1000_nSNP100_nChr10_rep10,4.2E-05,0.0104
meanDD10_varDD1_ploidy4_nQTL1000_nSNP100_nChr10_rep2,6.4E-06,0.0102
meanDD10_varDD1_ploidy4_nQTL1000_nSNP100_nChr10_rep3,2.5E-06,0.0111
meanDD10_varDD1_ploidy4_nQTL1000_nSNP100_nChr10_rep4,7.0E-06,0.0106
meanDD10_varDD1_ploidy4_nQTL1000_nSNP100_nChr10_rep5,3.3E-06,0.0107
meanDD10_varDD1_ploidy4_nQTL1000_nSNP100_nChr10_rep6,6.1E-06,0.0112
meanDD10_varDD1_ploidy4_nQTL1000_nSNP100_nChr10_rep7,-6.1E-06,0.0106
meanDD10_varDD1_ploidy4_nQTL1000_nSNP100_nChr10_rep8,-8.8E-07,0.0108
meanDD10_varDD1_ploidy4_nQTL1000_nSNP100_nChr10_rep9,2.2E-05,0.0109
meanDD10_varDD1_ploidy4_nQTL5000_nSNP100_nChr10_rep1,2.7E-05,0.0106
meanDD10_varDD1_ploidy4_nQTL5000_nSNP100_nChr10_rep10,1.7E-05,0.0110
meanDD10_varDD1_ploidy4_nQTL5000_nSNP100_nChr10_rep2,5.8E-05,0.0111
meanDD10_varDD1_ploidy4_nQTL5000_nSNP100_nChr10_rep3,-1.2E-05,0.0109
meanDD10_varDD1_ploidy4_nQTL5000_nSNP100_nChr10_rep4,2.7E-05,0.0110
meanDD10_varDD1_ploidy4_nQTL5000_nSNP100_nChr10_rep5,-5.8E-06,0.0114
meanDD10_varDD1_ploidy4_nQTL5000_nSNP100_nChr10_rep6,2.2E-05,0.0112
meanDD10_varDD1_ploidy4_nQTL5000_nSNP100_nChr10_rep7,1.8E-05,0.0106
meanDD10_varDD1_ploidy4_nQTL5000_nSNP100_nChr10_rep8,5.2E-07,0.0112
meanDD10_varDD1_ploidy4_nQTL5000_nSNP100_nChr10_rep9,8.8E-06,0.0110
meanDD10_varDD1_ploidy6_nQTL100_nSNP100_nChr10_rep1,5.0E-05,0.0097
meanDD10_varDD1_ploidy6_nQTL100_nSNP100_nChr10_rep10,8.5E-06,0.0096
meanDD10_varDD1_ploidy6_nQTL100_nSNP100_nChr10_rep2,1.3E-05,0.0095
meanDD10_varDD1_ploidy6_nQTL100_nSNP100_nChr10_rep3,-3.3E-06,0.0100
meanDD10_varDD1_ploidy6_nQTL100_nSNP100_nChr10_rep4,1.2E-05,0.0098
meanDD10_varDD1_ploidy6_nQTL100_nSNP100_nChr10_rep5,1.4E-05,0.0092
meanDD10_varDD1_ploidy6_nQTL100_nSNP100_nChr10_rep6,-2.3E-05,0.0096
meanDD10_varDD1_ploidy6_nQTL100_nSNP100_nChr10_rep7,7.4E-06,0.0093
meanDD10_varDD1_ploidy6_nQTL100_nSNP100_nChr10_rep8,-4.7E-06,0.0097
meanDD10_varDD1_ploidy6_nQTL100_nSNP100_nChr10_rep9,2.1E-05,0.0098
meanDD10_varDD1_ploidy6_nQTL1000_nSNP100_nChr10_rep1,1.2E-05,0.0092
meanDD10_varDD1_ploidy6_nQTL1000_nSNP100_nChr10_rep10,6.7E-06,0.0096
meanDD10_varDD1_ploidy6_nQTL1000_nSNP100_nChr10_rep2,-6.0E-07,0.0097
meanDD10_varDD1_ploidy6_nQTL1000_nSNP100_nChr10_rep3,3.4E-06,0.0100
meanDD10_varDD1_ploidy6_nQTL1000_nSNP100_nChr10_rep4,4.2E-06,0.0098
meanDD10_varDD1_ploidy6_nQTL1000_nSNP100_nChr10_rep5,-7.0E-06,0.0099
meanDD10_varDD1_ploidy6_nQTL1000_nSNP100_nChr10_rep6,2.0E-05,0.0099
meanDD10_varDD1_ploidy6_nQTL1000_nSNP100_nChr10_rep7,3.0E-05,0.0095
meanDD10_varDD1_ploidy6_nQTL1000_nSNP100_nChr10_rep8,-1.5E-05,0.0093
meanDD10_varDD1_ploidy6_nQTL1000_nSNP100_nChr10_rep9,8.6E-06,0.0100
meanDD10_varDD1_ploidy6_nQTL5000_nSNP100_nChr10_rep1,4.6E-06,0.0092
meanDD10_varDD1_ploidy6_nQTL5000_nSNP100_nChr10_rep10,4.0E-06,0.0094
meanDD10_varDD1_ploidy6_nQTL5000_nSNP100_nChr10_rep2,1.8E-05,0.0093
meanDD10_varDD1_ploidy6_nQTL5000_nSNP100_nChr10_rep3,1.9E-05,0.0097
meanDD10_varDD1_ploidy6_nQTL5000_nSNP100_nChr10_rep4,4.2E-06,0.0098
meanDD10_varDD1_ploidy6_nQTL5000_nSNP100_nChr10_rep5,1.8E-05,0.0098
meanDD10_varDD1_ploidy6_nQTL5000_nSNP100_nChr10_rep6,6.7E-06,0.0097
meanDD10_varDD1_ploidy6_nQTL5000_nSNP100_nChr10_rep7,-4.3E-06,0.0093
meanDD10_varDD1_ploidy6_nQTL5000_nSNP100_nChr10_rep8,8.2E-06,0.0103
meanDD10_varDD1_ploidy6_nQTL5000_nSNP100_nChr10_rep9,2.5E-05,0.0093
meanDD10_varDD10_ploidy2_nQTL100_nSNP100_nChr10_rep1,1.6E-05,0.0136
meanDD10_varDD10_ploidy2_nQTL100_nSNP100_nChr10_rep10,3.9E-05,0.0143
meanDD10_varDD10_ploidy2_nQTL100_nSNP100_nChr10_rep2,3.0E-05,0.0142
meanDD10_varDD10_ploidy2_nQTL100_nSNP100_nChr10_rep3,7.5E-05,0.0142
meanDD10_varDD10_ploidy2_nQTL100_nSNP100_nChr10_rep4,2.3E-05,0.0141
meanDD10_varDD10_ploidy2_nQTL100_nSNP100_nChr10_rep5,5.0E-05,0.0141
meanDD10_varDD10_ploidy2_nQTL100_nSNP100_nChr10_rep6,2.5E-05,0.0138
meanDD10_varDD10_ploidy2_nQTL100_nSNP100_nChr10_rep7,-5.0E-07,0.0139
meanDD10_varDD10_ploidy2_nQTL100_nSNP100_nChr10_rep8,1.3E-05,0.0136
meanDD10_varDD10_ploidy2_nQTL100_nSNP100_nChr10_rep9,1.6E-05,0.0137
meanDD10_varDD10_ploidy2_nQTL1000_nSNP100_nChr10_rep1,7.5E-05,0.0136
meanDD10_varDD10_ploidy2_nQTL1000_nSNP100_nChr10_rep10,5.3E-05,0.0139
meanDD10_varDD10_ploidy2_nQTL1000_nSNP100_nChr10_rep2,5.2E-05,0.0139
meanDD10_varDD10_ploidy2_nQTL1000_nSNP100_nChr10_rep3,3.4E-05,0.0139
meanDD10_varDD10_ploidy2_nQTL1000_nSNP100_nChr10_rep4,1.8E-05,0.0138
meanDD10_varDD10_ploidy2_nQTL1000_nSNP100_nChr10_rep5,4.2E-05,0.0138
meanDD10_varDD10_ploidy2_nQTL1000_nSNP100_nChr10_rep6,-1.6E-05,0.0142
meanDD10_varDD10_ploidy2_nQTL1000_nSNP100_nChr10_rep7,3.4E-05,0.0142
meanDD10_varDD10_ploidy2_nQTL1000_nSNP100_nChr10_rep8,2.0E-05,0.0141
meanDD10_varDD10_ploidy2_nQTL1000_nSNP100_nChr10_rep9,5.8E-05,0.0138
meanDD10_varDD10_ploidy2_nQTL5000_nSNP100_nChr10_rep1,3.2E-05,0.0136
meanDD10_varDD10_ploidy2_nQTL5000_nSNP100_nChr10_rep10,-1.2E-05,0.0143
meanDD10_varDD10_ploidy2_nQTL5000_nSNP100_nChr10_rep2,-1.4E-05,0.0136
meanDD10_varDD10_ploidy2_nQTL5000_nSNP100_nChr10_rep3,3.5E-05,0.0138
meanDD10_varDD10_ploidy2_nQTL5000_nSNP100_nChr10_rep4,6.0E-05,0.0140
meanDD10_varDD10_ploidy2_nQTL5000_nSNP100_nChr10_rep5,3.5E-06,0.0141
meanDD10_varDD10_ploidy2_nQTL5000_nSNP100_nChr10_rep6,4.0E-05,0.0137
meanDD10_varDD10_ploidy2_nQTL5000_nSNP100_nChr10_rep7,2.8E-05,0.0146
meanDD10_varDD10_ploidy2_nQTL5000_nSNP100_nChr10_rep8,7.2E-05,0.0136
meanDD10_varDD10_ploidy2_nQTL5000_nSNP100_nChr10_rep9,-1.7E-05,0.0142
meanDD10_varDD10_ploidy4_nQTL100_nSNP100_nChr10_rep1,2.1E-05,0.0106
meanDD10_varDD10_ploidy4_nQTL100_nSNP100_nChr10_rep10,-6.2E-06,0.0109
meanDD10_varDD10_ploidy4_nQTL100_nSNP100_nChr10_rep2,1.4E-05,0.0107
meanDD10_varDD10_ploidy4_nQTL100_nSNP100_nChr10_rep3,2.3E-05,0.0110
meanDD10_varDD10_ploidy4_nQTL100_nSNP100_nChr10_rep4,4.7E-05,0.0109
meanDD10_varDD10_ploidy4_nQTL100_nSNP100_nChr10_rep5,-1.9E-05,0.0106
meanDD10_varDD10_ploidy4_nQTL100_nSNP100_nChr10_rep6,3.1E-05,0.0103
meanDD10_varDD10_ploidy4_nQTL100_nSNP100_nChr10_rep7,1.3E-05,0.0109
meanDD10_varDD10_ploidy4_nQTL100_nSNP100_nChr10_rep8,2.7E-05,0.0107
meanDD10_varDD10_ploidy4_nQTL100_nSNP100_nChr10_rep9,3.9E-05,0.0112
meanDD10_varDD10_ploidy4_nQTL1000_nSNP100_nChr10_rep1,1.8E-05,0.0109
meanDD10_varDD10_ploidy4_nQTL1000_nSNP100_nChr10_rep10,1.2E-05,0.0106
meanDD10_varDD10_ploidy4_nQTL1000_nSNP100_nChr10_rep2,3.9E-05,0.0110
meanDD10_varDD10_ploidy4_nQTL1000_nSNP100_nChr10_rep3,-7.5E-06,0.0110
meanDD10_varDD10_ploidy4_nQTL1000_nSNP100_nChr10_rep4,2.1E-05,0.0111
meanDD10_varDD10_ploidy4_nQTL1000_nSNP100_nChr10_rep5,1.2E-05,0.0108
meanDD10_varDD10_ploidy4_nQTL1000_nSNP100_nChr10_rep6,1.8E-05,0.0108
meanDD10_varDD10_ploidy4_nQTL1000_nSNP100_nChr10_rep7,2.3E-05,0.0108
meanDD10_varDD10_ploidy4_nQTL1000_nSNP100_nChr10_rep8,4.0E-05,0.0109
meanDD10_varDD10_ploidy4_nQTL1000_nSNP100_nChr10_rep9,2.2E-05,0.0107
meanDD10_varDD10_ploidy4_nQTL5000_nSNP100_nChr10_rep1,1.4E-05,0.0107
meanDD10_varDD10_ploidy4_nQTL5000_nSNP100_nChr10_rep10,1.2E-05,0.0108
meanDD10_varDD10_ploidy4_nQTL5000_nSNP100_nChr10_rep2,3.2E-05,0.0107
meanDD10_varDD10_ploidy4_nQTL5000_nSNP100_nChr10_rep3,1.5E-06,0.0110
meanDD10_varDD10_ploidy4_nQTL5000_nSNP100_nChr10_rep4,5.2E-06,0.0105
meanDD10_varDD10_ploidy4_nQTL5000_nSNP100_nChr10_rep5,4.4E-05,0.0106
meanDD10_varDD10_ploidy4_nQTL5000_nSNP100_nChr10_rep6,2.5E-05,0.0109
meanDD10_varDD10_ploidy4_nQTL5000_nSNP100_nChr10_rep7,7.8E-06,0.0108
meanDD10_varDD10_ploidy4_nQTL5000_nSNP100_nChr10_rep8,2.0E-05,0.0109
meanDD10_varDD10_ploidy4_nQTL5000_nSNP100_nChr10_rep9,2.3E-06,0.0102
meanDD10_varDD10_ploidy6_nQTL100_nSNP100_nChr10_rep1,-1.6E-06,0.0096
meanDD10_varDD10_ploidy6_nQTL100_nSNP100_nChr10_rep10,1.1E-05,0.0099
meanDD10_varDD10_ploidy6_nQTL100_nSNP100_nChr10_rep2,9.2E-07,0.0098
meanDD10_varDD10_ploidy6_nQTL100_nSNP100_nChr10_rep3,9.8E-07,0.0093
meanDD10_varDD10_ploidy6_nQTL100_nSNP100_nChr10_rep4,-8.6E-06,0.0095
meanDD10_varDD10_ploidy6_nQTL100_nSNP100_nChr10_rep5,5.5E-06,0.0095
meanDD10_varDD10_ploidy6_nQTL100_nSNP100_nChr10_rep6,1.4E-05,0.0100
meanDD10_varDD10_ploidy6_nQTL100_nSNP100_nChr10_rep7,1.4E-05,0.0094
meanDD10_varDD10_ploidy6_nQTL100_nSNP100_nChr10_rep8,-2.0E-05,0.0102
meanDD10_varDD10_ploidy6_nQTL100_nSNP100_nChr10_rep9,-8.2E-06,0.0097
meanDD10_varDD10_ploidy6_nQTL1000_nSNP100_nChr10_rep1,9.0E-06,0.0095
meanDD10_varDD10_ploidy6_nQTL1000_nSNP100_nChr10_rep10,-1.3E-05,0.0094
meanDD10_varDD10_ploidy6_nQTL1000_nSNP100_nChr10_rep2,-8.2E-06,0.0096
meanDD10_varDD10_ploidy6_nQTL1000_nSNP100_nChr10_rep3,1.8E-05,0.0096
meanDD10_varDD10_ploidy6_nQTL1000_nSNP100_nChr10_rep4,2.4E-05,0.0095
meanDD10_varDD10_ploidy6_nQTL1000_nSNP100_nChr10_rep5,5.3E-06,0.0095
meanDD10_varDD10_ploidy6_nQTL1000_nSNP100_nChr10_rep6,-2.2E-06,0.0096
meanDD10_varDD10_ploidy6_nQTL1000_nSNP100_nChr10_rep7,1.1E-05,0.0103
meanDD10_varDD10_ploidy6_nQTL1000_nSNP100_nChr10_rep8,6.8E-06,0.0098
meanDD10_varDD10_ploidy6_nQTL1000_nSNP100_nChr10_rep9,5.0E-06,0.0096
meanDD10_varDD10_ploidy6_nQTL5000_nSNP100_nChr10_rep1,1.3E-05,0.0094
meanDD10_varDD10_ploidy6_nQTL5000_nSNP100_nChr10_rep10,3.8E-05,0.0094
meanDD10_varDD10_ploidy6_nQTL5000_nSNP100_nChr10_rep2,2.1E-05,0.0093
meanDD10_varDD10_ploidy6_nQTL5000_nSNP100_nChr10_rep3,7.7E-06,0.0094
meanDD10_varDD10_ploidy6_nQTL5000_nSNP100_nChr10_rep4,-7.8E-07,0.0092
meanDD10_varDD10_ploidy6_nQTL5000_nSNP100_nChr10_rep5,2.4E-05,0.0096
meanDD10_varDD10_ploidy6_nQTL5000_nSNP100_nChr10_rep6,-7.2E-06,0.0098
meanDD10_varDD10_ploidy6_nQTL5000_nSNP100_nChr10_rep7,1.2E-06,0.0097
meanDD10_varDD10_ploidy6_nQTL5000_nSNP100_nChr10_rep8,8.9E-06,0.0095
meanDD10_varDD10_ploidy6_nQTL5000_nSNP100_nChr10_rep9,-5.6E-07,0.0103
