population,popMeanD,popSDD
meanDD1.5_varDD10_ploidy6_nQTL100_nSNP100_nChr10_rep2,1.2E-05,0.0092
meanDD1.5_varDD10_ploidy6_nQTL100_nSNP100_nChr10_rep3,1.8E-05,0.0097
meanDD1.5_varDD10_ploidy6_nQTL100_nSNP100_nChr10_rep4,5.1E-06,0.0095
meanDD1.5_varDD10_ploidy6_nQTL100_nSNP100_nChr10_rep5,-3.1E-06,0.0097
meanDD1.5_varDD10_ploidy6_nQTL100_nSNP100_nChr10_rep6,1.3E-05,0.0096
meanDD1.5_varDD10_ploidy6_nQTL100_nSNP100_nChr10_rep7,1.4E-05,0.0096
meanDD1.5_varDD10_ploidy6_nQTL100_nSNP100_nChr10_rep8,9.4E-06,0.0096
meanDD1.5_varDD10_ploidy6_nQTL100_nSNP100_nChr10_rep9,7.4E-06,0.0096
meanDD1.5_varDD10_ploidy6_nQTL1000_nSNP100_nChr10_rep1,1.1E-06,0.0093
meanDD1.5_varDD10_ploidy6_nQTL1000_nSNP100_nChr10_rep10,3.2E-05,0.0097
meanDD1.5_varDD10_ploidy6_nQTL1000_nSNP100_nChr10_rep2,1.7E-05,0.0098
meanDD1.5_varDD10_ploidy6_nQTL1000_nSNP100_nChr10_rep3,-1.4E-05,0.0095
meanDD1.5_varDD10_ploidy6_nQTL1000_nSNP100_nChr10_rep4,3.9E-05,0.0096
meanDD1.5_varDD10_ploidy6_nQTL1000_nSNP100_nChr10_rep5,-1.5E-05,0.0096
meanDD1.5_varDD10_ploidy6_nQTL1000_nSNP100_nChr10_rep6,6.9E-06,0.0096
meanDD1.5_varDD10_ploidy6_nQTL1000_nSNP100_nChr10_rep7,2.7E-05,0.0095
meanDD1.5_varDD10_ploidy6_nQTL1000_nSNP100_nChr10_rep8,1.6E-06,0.0096
meanDD1.5_varDD10_ploidy6_nQTL1000_nSNP100_nChr10_rep9,-2.8E-06,0.0100
meanDD1.5_varDD10_ploidy6_nQTL5000_nSNP100_nChr10_rep1,4.6E-05,0.0095
meanDD1.5_varDD10_ploidy6_nQTL5000_nSNP100_nChr10_rep10,1.1E-05,0.0095
meanDD1.5_varDD10_ploidy6_nQTL5000_nSNP100_nChr10_rep2,-1.9E-06,0.0095
meanDD1.5_varDD10_ploidy6_nQTL5000_nSNP100_nChr10_rep3,2.4E-05,0.0092
meanDD1.5_varDD10_ploidy6_nQTL5000_nSNP100_nChr10_rep4,-5.0E-06,0.0096
meanDD1.5_varDD10_ploidy6_nQTL5000_nSNP100_nChr10_rep5,-1.8E-07,0.0095
meanDD1.5_varDD10_ploidy6_nQTL5000_nSNP100_nChr10_rep6,1.3E-05,0.0095
meanDD1.5_varDD10_ploidy6_nQTL5000_nSNP100_nChr10_rep7,5.4E-06,0.0096
meanDD1.5_varDD10_ploidy6_nQTL5000_nSNP100_nChr10_rep8,1.7E-06,0.0094
meanDD1.5_varDD10_ploidy6_nQTL5000_nSNP100_nChr10_rep9,2.4E-05,0.0096
meanDD1_varDD0.2_ploidy2_nQTL100_nSNP100_nChr10_rep1,1.3E-05,0.0136
meanDD1_varDD0.2_ploidy2_nQTL100_nSNP100_nChr10_rep10,2.2E-05,0.0144
meanDD1_varDD0.2_ploidy2_nQTL100_nSNP100_nChr10_rep2,1.9E-05,0.0137
meanDD1_varDD0.2_ploidy2_nQTL100_nSNP100_nChr10_rep3,1.6E-05,0.0138
meanDD1_varDD0.2_ploidy2_nQTL100_nSNP100_nChr10_rep4,6.7E-05,0.0134
meanDD1_varDD0.2_ploidy2_nQTL100_nSNP100_nChr10_rep5,3.6E-05,0.0140
meanDD1_varDD0.2_ploidy2_nQTL100_nSNP100_nChr10_rep6,5.1E-05,0.0140
meanDD1_varDD0.2_ploidy2_nQTL100_nSNP100_nChr10_rep7,2.3E-05,0.0134
meanDD1_varDD0.2_ploidy2_nQTL100_nSNP100_nChr10_rep8,2.4E-05,0.0135
meanDD1_varDD0.2_ploidy2_nQTL100_nSNP100_nChr10_rep9,3.8E-05,0.0136
meanDD1_varDD0.2_ploidy2_nQTL1000_nSNP100_nChr10_rep1,3.8E-05,0.0141
meanDD1_varDD0.2_ploidy2_nQTL1000_nSNP100_nChr10_rep10,3.3E-05,0.0140
meanDD1_varDD0.2_ploidy2_nQTL1000_nSNP100_nChr10_rep2,2.6E-05,0.0139
meanDD1_varDD0.2_ploidy2_nQTL1000_nSNP100_nChr10_rep3,2.6E-05,0.0145
meanDD1_varDD0.2_ploidy2_nQTL1000_nSNP100_nChr10_rep4,3.3E-05,0.0145
meanDD1_varDD0.2_ploidy2_nQTL1000_nSNP100_nChr10_rep5,7.7E-06,0.0142
meanDD1_varDD0.2_ploidy2_nQTL1000_nSNP100_nChr10_rep6,2.7E-05,0.0137
meanDD1_varDD0.2_ploidy2_nQTL1000_nSNP100_nChr10_rep7,-2.8E-06,0.0140
meanDD1_varDD0.2_ploidy2_nQTL1000_nSNP100_nChr10_rep8,2.0E-05,0.0138
meanDD1_varDD0.2_ploidy2_nQTL1000_nSNP100_nChr10_rep9,-3.6E-06,0.0143
meanDD1_varDD0.2_ploidy2_nQTL5000_nSNP100_nChr10_rep1,2.0E-05,0.0140
meanDD1_varDD0.2_ploidy2_nQTL5000_nSNP100_nChr10_rep10,6.3E-05,0.0140
meanDD1_varDD0.2_ploidy2_nQTL5000_nSNP100_nChr10_rep2,8.4E-07,0.0134
meanDD1_varDD0.2_ploidy2_nQTL5000_nSNP100_nChr10_rep3,7.1E-05,0.0139
meanDD1_varDD0.2_ploidy2_nQTL5000_nSNP100_nChr10_rep4,1.2E-05,0.0139
meanDD1_varDD0.2_ploidy2_nQTL5000_nSNP100_nChr10_rep5,-2.3E-05,0.0138
meanDD1_varDD0.2_ploidy2_nQTL5000_nSNP100_nChr10_rep6,6.0E-05,0.0136
meanDD1_varDD0.2_ploidy2_nQTL5000_nSNP100_nChr10_rep7,3.4E-05,0.0137
meanDD1_varDD0.2_ploidy2_nQTL5000_nSNP100_nChr10_rep8,2.1E-05,0.0141
meanDD1_varDD0.2_ploidy2_nQTL5000_nSNP100_nChr10_rep9,7.0E-05,0.0142
meanDD1_varDD0.2_ploidy4_nQTL100_nSNP100_nChr10_rep1,-5.2E-06,0.0106
meanDD1_varDD0.2_ploidy4_nQTL100_nSNP100_nChr10_rep10,9.9E-06,0.0105
meanDD1_varDD0.2_ploidy4_nQTL100_nSNP100_nChr10_rep2,1.6E-05,0.0113
meanDD1_varDD0.2_ploidy4_nQTL100_nSNP100_nChr10_rep3,1.2E-05,0.0108
meanDD1_varDD0.2_ploidy4_nQTL100_nSNP100_nChr10_rep4,2.0E-05,0.0110
meanDD1_varDD0.2_ploidy4_nQTL100_nSNP100_nChr10_rep5,1.9E-05,0.0105
meanDD1_varDD0.2_ploidy4_nQTL100_nSNP100_nChr10_rep6,-6.1E-06,0.0110
meanDD1_varDD0.2_ploidy4_nQTL100_nSNP100_nChr10_rep7,-1.7E-05,0.0108
meanDD1_varDD0.2_ploidy4_nQTL100_nSNP100_nChr10_rep8,3.4E-05,0.0109
meanDD1_varDD0.2_ploidy4_nQTL100_nSNP100_nChr10_rep9,-1.7E-06,0.0106
meanDD1_varDD0.2_ploidy4_nQTL1000_nSNP100_nChr10_rep1,7.4E-06,0.0110
meanDD1_varDD0.2_ploidy4_nQTL1000_nSNP100_nChr10_rep10,3.6E-05,0.0109
meanDD1_varDD0.2_ploidy4_nQTL1000_nSNP100_nChr10_rep2,-1.6E-05,0.0100
meanDD1_varDD0.2_ploidy4_nQTL1000_nSNP100_nChr10_rep3,-4.7E-06,0.0108
meanDD1_varDD0.2_ploidy4_nQTL1000_nSNP100_nChr10_rep4,2.8E-05,0.0108
meanDD1_varDD0.2_ploidy4_nQTL1000_nSNP100_nChr10_rep5,2.0E-05,0.0107
meanDD1_varDD0.2_ploidy4_nQTL1000_nSNP100_nChr10_rep6,2.2E-05,0.0115
meanDD1_varDD0.2_ploidy4_nQTL1000_nSNP100_nChr10_rep7,2.8E-05,0.0108
meanDD1_varDD0.2_ploidy4_nQTL1000_nSNP100_nChr10_rep8,4.3E-06,0.0107
meanDD1_varDD0.2_ploidy4_nQTL1000_nSNP100_nChr10_rep9,4.0E-05,0.0108
meanDD1_varDD0.2_ploidy4_nQTL5000_nSNP100_nChr10_rep1,3.7E-05,0.0109
meanDD1_varDD0.2_ploidy4_nQTL5000_nSNP100_nChr10_rep10,2.5E-05,0.0108
meanDD1_varDD0.2_ploidy4_nQTL5000_nSNP100_nChr10_rep2,-1.5E-05,0.0110
meanDD1_varDD0.2_ploidy4_nQTL5000_nSNP100_nChr10_rep3,1.3E-05,0.0110
meanDD1_varDD0.2_ploidy4_nQTL5000_nSNP100_nChr10_rep4,-2.6E-06,0.0110
meanDD1_varDD0.2_ploidy4_nQTL5000_nSNP100_nChr10_rep5,-1.3E-05,0.0112
meanDD1_varDD0.2_ploidy4_nQTL5000_nSNP100_nChr10_rep6,3.0E-05,0.0105
meanDD1_varDD0.2_ploidy4_nQTL5000_nSNP100_nChr10_rep7,-8.7E-06,0.0108
meanDD1_varDD0.2_ploidy4_nQTL5000_nSNP100_nChr10_rep8,2.7E-05,0.0106
meanDD1_varDD0.2_ploidy4_nQTL5000_nSNP100_nChr10_rep9,1.1E-05,0.0105
meanDD1_varDD0.2_ploidy6_nQTL100_nSNP100_nChr10_rep1,5.9E-06,0.0094
meanDD1_varDD0.2_ploidy6_nQTL100_nSNP100_nChr10_rep10,8.3E-06,0.0098
meanDD1_varDD0.2_ploidy6_nQTL100_nSNP100_nChr10_rep2,-1.9E-06,0.0096
meanDD1_varDD0.2_ploidy6_nQTL100_nSNP100_nChr10_rep3,3.2E-05,0.0092
meanDD1_varDD0.2_ploidy6_nQTL100_nSNP100_nChr10_rep4,8.0E-06,0.0092
meanDD1_varDD0.2_ploidy6_nQTL100_nSNP100_nChr10_rep5,2.4E-05,0.0093
meanDD1_varDD0.2_ploidy6_nQTL100_nSNP100_nChr10_rep6,1.9E-05,0.0097
meanDD1_varDD0.2_ploidy6_nQTL100_nSNP100_nChr10_rep7,6.8E-06,0.0094
meanDD1_varDD0.2_ploidy6_nQTL100_nSNP100_nChr10_rep8,1.0E-05,0.0096
meanDD1_varDD0.2_ploidy6_nQTL100_nSNP100_nChr10_rep9,1.8E-05,0.0095
meanDD1_varDD0.2_ploidy6_nQTL1000_nSNP100_nChr10_rep1,6.9E-06,0.0095
meanDD1_varDD0.2_ploidy6_nQTL1000_nSNP100_nChr10_rep10,2.5E-05,0.0093
meanDD1_varDD0.2_ploidy6_nQTL1000_nSNP100_nChr10_rep2,2.3E-05,0.0098
meanDD1_varDD0.2_ploidy6_nQTL1000_nSNP100_nChr10_rep3,-4.9E-06,0.0093
meanDD1_varDD0.2_ploidy6_nQTL1000_nSNP100_nChr10_rep4,3.1E-06,0.0093
meanDD1_varDD0.2_ploidy6_nQTL1000_nSNP100_nChr10_rep5,2.2E-05,0.0092
meanDD1_varDD0.2_ploidy6_nQTL1000_nSNP100_nChr10_rep6,2.0E-05,0.0098
meanDD1_varDD0.2_ploidy6_nQTL1000_nSNP100_nChr10_rep7,1.0E-05,0.0095
meanDD1_varDD0.2_ploidy6_nQTL1000_nSNP100_nChr10_rep8,6.9E-22,0.0100
meanDD1_varDD0.2_ploidy6_nQTL1000_nSNP100_nChr10_rep9,2.4E-05,0.0098
meanDD1_varDD0.2_ploidy6_nQTL5000_nSNP100_nChr10_rep1,2.4E-05,0.0093
meanDD1_varDD0.2_ploidy6_nQTL5000_nSNP100_nChr10_rep10,2.9E-05,0.0097
meanDD1_varDD0.2_ploidy6_nQTL5000_nSNP100_nChr10_rep2,2.9E-05,0.0097
meanDD1_varDD0.2_ploidy6_nQTL5000_nSNP100_nChr10_rep3,3.3E-05,0.0099
meanDD1_varDD0.2_ploidy6_nQTL5000_nSNP100_nChr10_rep4,2.0E-05,0.0095
meanDD1_varDD0.2_ploidy6_nQTL5000_nSNP100_nChr10_rep5,8.6E-06,0.0096
meanDD1_varDD0.2_ploidy6_nQTL5000_nSNP100_nChr10_rep6,1.8E-05,0.0093
meanDD1_varDD0.2_ploidy6_nQTL5000_nSNP100_nChr10_rep7,1.9E-05,0.0099
meanDD1_varDD0.2_ploidy6_nQTL5000_nSNP100_nChr10_rep8,4.5E-06,0.0097
meanDD1_varDD0.2_ploidy6_nQTL5000_nSNP100_nChr10_rep9,4.7E-06,0.0096
meanDD1_varDD0_ploidy2_nQTL100_nSNP100_nChr10_rep1,2.3E-05,0.0139
meanDD1_varDD0_ploidy2_nQTL100_nSNP100_nChr10_rep10,2.7E-05,0.0145
meanDD1_varDD0_ploidy2_nQTL100_nSNP100_nChr10_rep2,2.6E-05,0.0136
meanDD1_varDD0_ploidy2_nQTL100_nSNP100_nChr10_rep3,1.9E-05,0.0134
meanDD1_varDD0_ploidy2_nQTL100_nSNP100_nChr10_rep4,1.9E-05,0.0141
meanDD1_varDD0_ploidy2_nQTL100_nSNP100_nChr10_rep5,-3.6E-06,0.0136
meanDD1_varDD0_ploidy2_nQTL100_nSNP100_nChr10_rep6,-5.0E-06,0.0139
meanDD1_varDD0_ploidy2_nQTL100_nSNP100_nChr10_rep7,2.2E-05,0.0140
meanDD1_varDD0_ploidy2_nQTL100_nSNP100_nChr10_rep8,7.4E-05,0.0140
meanDD1_varDD0_ploidy2_nQTL100_nSNP100_nChr10_rep9,4.5E-06,0.0136
meanDD1_varDD0_ploidy2_nQTL1000_nSNP100_nChr10_rep1,1.3E-05,0.0140
meanDD1_varDD0_ploidy2_nQTL1000_nSNP100_nChr10_rep10,-2.0E-06,0.0137
meanDD1_varDD0_ploidy2_nQTL1000_nSNP100_nChr10_rep2,3.5E-05,0.0138
meanDD1_varDD0_ploidy2_nQTL1000_nSNP100_nChr10_rep3,1.8E-05,0.0139
meanDD1_varDD0_ploidy2_nQTL1000_nSNP100_nChr10_rep4,3.5E-06,0.0138
meanDD1_varDD0_ploidy2_nQTL1000_nSNP100_nChr10_rep5,4.6E-05,0.0139
meanDD1_varDD0_ploidy2_nQTL1000_nSNP100_nChr10_rep6,-2.0E-05,0.0135
meanDD1_varDD0_ploidy2_nQTL1000_nSNP100_nChr10_rep7,4.0E-05,0.0143
meanDD1_varDD0_ploidy2_nQTL1000_nSNP100_nChr10_rep8,2.3E-05,0.0137
meanDD1_varDD0_ploidy2_nQTL1000_nSNP100_nChr10_rep9,2.5E-06,0.0134
meanDD1_varDD0_ploidy2_nQTL5000_nSNP100_nChr10_rep1,-1.0E-06,0.0142
meanDD1_varDD0_ploidy2_nQTL5000_nSNP100_nChr10_rep10,8.5E-05,0.0140
meanDD1_varDD0_ploidy2_nQTL5000_nSNP100_nChr10_rep2,3.3E-05,0.0134
meanDD1_varDD0_ploidy2_nQTL5000_nSNP100_nChr10_rep3,-9.8E-06,0.0142
meanDD1_varDD0_ploidy2_nQTL5000_nSNP100_nChr10_rep4,2.6E-05,0.0140
meanDD1_varDD0_ploidy2_nQTL5000_nSNP100_nChr10_rep5,2.4E-05,0.0140
meanDD1_varDD0_ploidy2_nQTL5000_nSNP100_nChr10_rep6,3.2E-05,0.0140
meanDD1_varDD0_ploidy2_nQTL5000_nSNP100_nChr10_rep7,-4.2E-06,0.0141
meanDD1_varDD0_ploidy2_nQTL5000_nSNP100_nChr10_rep8,2.5E-05,0.0134
meanDD1_varDD0_ploidy2_nQTL5000_nSNP100_nChr10_rep9,1.0E-05,0.0138
meanDD1_varDD0_ploidy4_nQTL100_nSNP100_nChr10_rep1,1.3E-05,0.0114
meanDD1_varDD0_ploidy4_nQTL100_nSNP100_nChr10_rep10,1.9E-05,0.0106
meanDD1_varDD0_ploidy4_nQTL100_nSNP100_nChr10_rep2,1.4E-06,0.0109
meanDD1_varDD0_ploidy4_nQTL100_nSNP100_nChr10_rep3,1.4E-05,0.0110
meanDD1_varDD0_ploidy4_nQTL100_nSNP100_nChr10_rep4,4.4E-07,0.0106
meanDD1_varDD0_ploidy4_nQTL100_nSNP100_nChr10_rep5,4.6E-05,0.0111
meanDD1_varDD0_ploidy4_nQTL100_nSNP100_nChr10_rep6,2.6E-05,0.0108
meanDD1_varDD0_ploidy4_nQTL100_nSNP100_nChr10_rep7,-2.4E-05,0.0110
meanDD1_varDD0_ploidy4_nQTL100_nSNP100_nChr10_rep8,9.0E-06,0.0105
meanDD1_varDD0_ploidy4_nQTL100_nSNP100_nChr10_rep9,-5.2E-06,0.0110
meanDD1_varDD0_ploidy4_nQTL1000_nSNP100_nChr10_rep1,1.7E-06,0.0110
meanDD1_varDD0_ploidy4_nQTL1000_nSNP100_nChr10_rep10,7.8E-07,0.0109
meanDD1_varDD0_ploidy4_nQTL1000_nSNP100_nChr10_rep2,2.5E-05,0.0108
meanDD1_varDD0_ploidy4_nQTL1000_nSNP100_nChr10_rep3,3.8E-05,0.0106
meanDD1_varDD0_ploidy4_nQTL1000_nSNP100_nChr10_rep4,1.2E-05,0.0112
meanDD1_varDD0_ploidy4_nQTL1000_nSNP100_nChr10_rep5,4.3E-05,0.0109
meanDD1_varDD0_ploidy4_nQTL1000_nSNP100_nChr10_rep6,2.3E-05,0.0108
meanDD1_varDD0_ploidy4_nQTL1000_nSNP100_nChr10_rep7,1.2E-05,0.0105
meanDD1_varDD0_ploidy4_nQTL1000_nSNP100_nChr10_rep8,8.2E-06,0.0102
meanDD1_varDD0_ploidy4_nQTL1000_nSNP100_nChr10_rep9,6.7E-05,0.0111
meanDD1_varDD0_ploidy4_nQTL5000_nSNP100_nChr10_rep1,1.1E-05,0.0109
meanDD1_varDD0_ploidy4_nQTL5000_nSNP100_nChr10_rep10,7.6E-06,0.0113
meanDD1_varDD0_ploidy4_nQTL5000_nSNP100_nChr10_rep2,1.4E-05,0.0110
meanDD1_varDD0_ploidy4_nQTL5000_nSNP100_nChr10_rep3,6.0E-05,0.0104
meanDD1_varDD0_ploidy4_nQTL5000_nSNP100_nChr10_rep4,1.6E-05,0.0101
meanDD1_varDD0_ploidy4_nQTL5000_nSNP100_nChr10_rep5,2.8E-05,0.0109
meanDD1_varDD0_ploidy4_nQTL5000_nSNP100_nChr10_rep6,4.5E-06,0.0111
meanDD1_varDD0_ploidy4_nQTL5000_nSNP100_nChr10_rep7,-4.4E-06,0.0111
meanDD1_varDD0_ploidy4_nQTL5000_nSNP100_nChr10_rep8,-1.9E-06,0.0108
meanDD1_varDD0_ploidy4_nQTL5000_nSNP100_nChr10_rep9,3.0E-05,0.0107
meanDD1_varDD0_ploidy6_nQTL100_nSNP100_nChr10_rep1,-2.0E-07,0.0101
meanDD1_varDD0_ploidy6_nQTL100_nSNP100_nChr10_rep10,2.7E-06,0.0096
meanDD1_varDD0_ploidy6_nQTL100_nSNP100_nChr10_rep2,1.5E-05,0.0094
meanDD1_varDD0_ploidy6_nQTL100_nSNP100_nChr10_rep3,2.6E-05,0.0096
meanDD1_varDD0_ploidy6_nQTL100_nSNP100_nChr10_rep4,-1.6E-05,0.0096
meanDD1_varDD0_ploidy6_nQTL100_nSNP100_nChr10_rep5,-3.0E-06,0.0101
meanDD1_varDD0_ploidy6_nQTL100_nSNP100_nChr10_rep6,8.4E-06,0.0097
meanDD1_varDD0_ploidy6_nQTL100_nSNP100_nChr10_rep7,1.2E-07,0.0094
meanDD1_varDD0_ploidy6_nQTL100_nSNP100_nChr10_rep8,1.7E-06,0.0094
meanDD1_varDD0_ploidy6_nQTL100_nSNP100_nChr10_rep9,-6.6E-06,0.0097
meanDD1_varDD0_ploidy6_nQTL1000_nSNP100_nChr10_rep1,1.4E-05,0.0098
meanDD1_varDD0_ploidy6_nQTL1000_nSNP100_nChr10_rep10,2.1E-05,0.0097
meanDD1_varDD0_ploidy6_nQTL1000_nSNP100_nChr10_rep2,1.2E-05,0.0099
meanDD1_varDD0_ploidy6_nQTL1000_nSNP100_nChr10_rep3,3.4E-05,0.0100
meanDD1_varDD0_ploidy6_nQTL1000_nSNP100_nChr10_rep4,-1.2E-06,0.0093
meanDD1_varDD0_ploidy6_nQTL1000_nSNP100_nChr10_rep5,-1.2E-05,0.0095
meanDD1_varDD0_ploidy6_nQTL1000_nSNP100_nChr10_rep6,2.0E-05,0.0099
meanDD1_varDD0_ploidy6_nQTL1000_nSNP100_nChr10_rep7,2.6E-05,0.0096
meanDD1_varDD0_ploidy6_nQTL1000_nSNP100_nChr10_rep8,1.7E-05,0.0094
meanDD1_varDD0_ploidy6_nQTL1000_nSNP100_nChr10_rep9,1.7E-06,0.0094
meanDD1_varDD0_ploidy6_nQTL5000_nSNP100_nChr10_rep1,1.2E-05,0.0097
meanDD1_varDD0_ploidy6_nQTL5000_nSNP100_nChr10_rep10,-5.2E-06,0.0096
meanDD1_varDD0_ploidy6_nQTL5000_nSNP100_nChr10_rep2,1.3E-05,0.0098
meanDD1_varDD0_ploidy6_nQTL5000_nSNP100_nChr10_rep3,3.9E-06,0.0097
meanDD1_varDD0_ploidy6_nQTL5000_nSNP100_nChr10_rep4,-5.8E-06,0.0093
meanDD1_varDD0_ploidy6_nQTL5000_nSNP100_nChr10_rep5,4.2E-05,0.0098
meanDD1_varDD0_ploidy6_nQTL5000_nSNP100_nChr10_rep6,3.4E-06,0.0097
meanDD1_varDD0_ploidy6_nQTL5000_nSNP100_nChr10_rep7,-1.2E-05,0.0095
meanDD1_varDD0_ploidy6_nQTL5000_nSNP100_nChr10_rep8,4.2E-06,0.0093
meanDD1_varDD0_ploidy6_nQTL5000_nSNP100_nChr10_rep9,-2.3E-06,0.0097
meanDD1_varDD1_ploidy2_nQTL100_nSNP100_nChr10_rep1,-5.0E-06,0.0134
meanDD1_varDD1_ploidy2_nQTL100_nSNP100_nChr10_rep10,1.9E-05,0.0139
meanDD1_varDD1_ploidy2_nQTL100_nSNP100_nChr10_rep2,3.9E-05,0.0139
meanDD1_varDD1_ploidy2_nQTL100_nSNP100_nChr10_rep3,6.6E-05,0.0138
meanDD1_varDD1_ploidy2_nQTL100_nSNP100_nChr10_rep4,1.2E-05,0.0139
meanDD1_varDD1_ploidy2_nQTL100_nSNP100_nChr10_rep5,6.5E-05,0.0139
meanDD1_varDD1_ploidy2_nQTL100_nSNP100_nChr10_rep6,4.4E-05,0.0141
meanDD1_varDD1_ploidy2_nQTL100_nSNP100_nChr10_rep7,6.6E-05,0.0132
meanDD1_varDD1_ploidy2_nQTL100_nSNP100_nChr10_rep8,1.9E-05,0.0131
meanDD1_varDD1_ploidy2_nQTL100_nSNP100_nChr10_rep9,-5.2E-06,0.0138
meanDD1_varDD1_ploidy2_nQTL1000_nSNP100_nChr10_rep1,1.9E-05,0.0138
meanDD1_varDD1_ploidy2_nQTL1000_nSNP100_nChr10_rep10,1.4E-05,0.0145
meanDD1_varDD1_ploidy2_nQTL1000_nSNP100_nChr10_rep2,2.4E-05,0.0134
meanDD1_varDD1_ploidy2_nQTL1000_nSNP100_nChr10_rep3,9.2E-06,0.0138
meanDD1_varDD1_ploidy2_nQTL1000_nSNP100_nChr10_rep4,1.1E-05,0.0140
meanDD1_varDD1_ploidy2_nQTL1000_nSNP100_nChr10_rep5,1.7E-05,0.0141
meanDD1_varDD1_ploidy2_nQTL1000_nSNP100_nChr10_rep6,3.1E-06,0.0143
meanDD1_varDD1_ploidy2_nQTL1000_nSNP100_nChr10_rep7,3.7E-05,0.0139
meanDD1_varDD1_ploidy2_nQTL1000_nSNP100_nChr10_rep8,1.1E-05,0.0136
meanDD1_varDD1_ploidy2_nQTL1000_nSNP100_nChr10_rep9,3.4E-05,0.0135
meanDD1_varDD1_ploidy2_nQTL5000_nSNP100_nChr10_rep1,2.6E-05,0.0140
meanDD1_varDD1_ploidy2_nQTL5000_nSNP100_nChr10_rep10,1.7E-05,0.0137
meanDD1_varDD1_ploidy2_nQTL5000_nSNP100_nChr10_rep2,3.3E-06,0.0137
meanDD1_varDD1_ploidy2_nQTL5000_nSNP100_nChr10_rep3,4.9E-05,0.0138
meanDD1_varDD1_ploidy2_nQTL5000_nSNP100_nChr10_rep4,1.8E-05,0.0135
meanDD1_varDD1_ploidy2_nQTL5000_nSNP100_nChr10_rep5,3.7E-06,0.0140
meanDD1_varDD1_ploidy2_nQTL5000_nSNP100_nChr10_rep6,7.2E-05,0.0135
meanDD1_varDD1_ploidy2_nQTL5000_nSNP100_nChr10_rep7,3.2E-05,0.0139
meanDD1_varDD1_ploidy2_nQTL5000_nSNP100_nChr10_rep8,5.9E-05,0.0131
meanDD1_varDD1_ploidy2_nQTL5000_nSNP100_nChr10_rep9,4.4E-05,0.0139
meanDD1_varDD1_ploidy4_nQTL100_nSNP100_nChr10_rep1,-9.2E-06,0.0111
meanDD1_varDD1_ploidy4_nQTL100_nSNP100_nChr10_rep10,2.9E-05,0.0107
meanDD1_varDD1_ploidy4_nQTL100_nSNP100_nChr10_rep2,4.3E-05,0.0112
meanDD1_varDD1_ploidy4_nQTL100_nSNP100_nChr10_rep3,-1.3E-06,0.0110
meanDD1_varDD1_ploidy4_nQTL100_nSNP100_nChr10_rep4,1.9E-05,0.0109
meanDD1_varDD1_ploidy4_nQTL100_nSNP100_nChr10_rep5,2.7E-05,0.0106
meanDD1_varDD1_ploidy4_nQTL100_nSNP100_nChr10_rep6,-4.0E-06,0.0106
meanDD1_varDD1_ploidy4_nQTL100_nSNP100_nChr10_rep7,1.1E-05,0.0109
meanDD1_varDD1_ploidy4_nQTL100_nSNP100_nChr10_rep8,-2.3E-06,0.0105
meanDD1_varDD1_ploidy4_nQTL100_nSNP100_nChr10_rep9,3.8E-05,0.0101
meanDD1_varDD1_ploidy4_nQTL1000_nSNP100_nChr10_rep1,3.1E-05,0.0114
meanDD1_varDD1_ploidy4_nQTL1000_nSNP100_nChr10_rep10,7.8E-06,0.0107
meanDD1_varDD1_ploidy4_nQTL1000_nSNP100_nChr10_rep2,7.0E-06,0.0111
meanDD1_varDD1_ploidy4_nQTL1000_nSNP100_nChr10_rep3,1.1E-05,0.0107
meanDD1_varDD1_ploidy4_nQTL1000_nSNP100_nChr10_rep4,1.9E-05,0.0106
meanDD1_varDD1_ploidy4_nQTL1000_nSNP100_nChr10_rep5,2.7E-05,0.0106
meanDD1_varDD1_ploidy4_nQTL1000_nSNP100_nChr10_rep6,1.2E-05,0.0106
meanDD1_varDD1_ploidy4_nQTL1000_nSNP100_nChr10_rep7,2.2E-05,0.0108
meanDD1_varDD1_ploidy4_nQTL1000_nSNP100_nChr10_rep8,-1.0E-06,0.0112
meanDD1_varDD1_ploidy4_nQTL1000_nSNP100_nChr10_rep9,-9.9E-06,0.0107
meanDD1_varDD1_ploidy4_nQTL5000_nSNP100_nChr10_rep1,1.7E-05,0.0107
meanDD1_varDD1_ploidy4_nQTL5000_nSNP100_nChr10_rep10,1.0E-05,0.0111
meanDD1_varDD1_ploidy4_nQTL5000_nSNP100_nChr10_rep2,-1.0E-05,0.0109
meanDD1_varDD1_ploidy4_nQTL5000_nSNP100_nChr10_rep3,8.5E-06,0.0101
meanDD1_varDD1_ploidy4_nQTL5000_nSNP100_nChr10_rep4,4.5E-06,0.0109
meanDD1_varDD1_ploidy4_nQTL5000_nSNP100_nChr10_rep5,1.5E-06,0.0112
meanDD1_varDD1_ploidy4_nQTL5000_nSNP100_nChr10_rep6,2.6E-05,0.0107
meanDD1_varDD1_ploidy4_nQTL5000_nSNP100_nChr10_rep7,9.2E-06,0.0111
meanDD1_varDD1_ploidy4_nQTL5000_nSNP100_nChr10_rep8,3.9E-05,0.0106
meanDD1_varDD1_ploidy4_nQTL5000_nSNP100_nChr10_rep9,2.0E-05,0.0107
meanDD1_varDD1_ploidy6_nQTL100_nSNP100_nChr10_rep1,5.6E-06,0.0096
meanDD1_varDD1_ploidy6_nQTL100_nSNP100_nChr10_rep10,4.2E-05,0.0095
